gene_symbol	ensembl_gene_id	disease	association_score	evidence_count
CELF5	ENSG00000161082	nafld	0.001480	1
CELP	ENSG00000170827	nafld	0.003700	2
CELP	ENSG00000170827	obesity	0.002107	4
CELP	ENSG00000170827	type_2_diabetes	0.002906	5
CELSR1	ENSG00000075275	type_2_diabetes	0.213625	1
CELSR2	ENSG00000143126	mash	0.004502	3
CELSR2	ENSG00000143126	nafld	0.008796	5
CELSR2	ENSG00000143126	obesity	0.004790	3
CELSR2	ENSG00000143126	type_2_diabetes	0.340283	7
CELSR3	ENSG00000008300	obesity	0.128082	3
CEMIP	ENSG00000103888	obesity	0.071756	4
CEMIP2	ENSG00000135048	obesity	0.022501	1
CEMP1	ENSG00000205923	obesity	0.001480	1
CEMP1	ENSG00000205923	type_2_diabetes	0.001480	1
CENPA	ENSG00000115163	obesity	0.002220	1
CENPA	ENSG00000115163	type_2_diabetes	0.004255	2
CENPB	ENSG00000125817	nafld	0.007400	1
CENPB	ENSG00000125817	type_2_diabetes	0.014801	1
CENPC	ENSG00000145241	nafld	0.003700	1
CENPC	ENSG00000145241	obesity	0.105991	2
CENPE	ENSG00000138778	obesity	0.030547	2
CENPE	ENSG00000138778	type_2_diabetes	0.165368	3
CENPF	ENSG00000117724	mash	0.003700	1
CENPF	ENSG00000117724	obesity	0.001850	2
CENPF	ENSG00000117724	type_2_diabetes	0.003680	3
CENPI	ENSG00000102384	type_2_diabetes	0.004255	2
CENPK	ENSG00000123219	nafld	0.001480	1
CENPL	ENSG00000120334	nafld	0.003700	1
CENPO	ENSG00000138092	obesity	0.244422	6
CENPO	ENSG00000138092	type_2_diabetes	0.007400	1
CENPP	ENSG00000188312	type_2_diabetes	0.021628	1
CENPT	ENSG00000102901	type_2_diabetes	0.004625	2
CENPU	ENSG00000151725	type_2_diabetes	0.060639	6
CENPV	ENSG00000166582	nafld	0.013691	2
CENPW	ENSG00000203760	obesity	0.363707	5
CENPW	ENSG00000203760	type_2_diabetes	0.486211	31
CENPX	ENSG00000169689	obesity	0.001480	1
CENPX	ENSG00000169689	type_2_diabetes	0.070932	4
CEP120	ENSG00000168944	obesity	0.308447	3
CEP120	ENSG00000168944	type_2_diabetes	0.461189	6
CEP131	ENSG00000141577	obesity	0.032044	4
CEP15	ENSG00000114405	obesity	0.019062	1
CEP15	ENSG00000114405	type_2_diabetes	0.244194	12
CEP152	ENSG00000103995	mash	0.003700	1
CEP162	ENSG00000135315	type_2_diabetes	0.001480	1
CEP164	ENSG00000110274	obesity	0.001480	1
CEP170	ENSG00000143702	obesity	0.022030	1
CEP19	ENSG00000174007	obesity	0.498028	36
CEP19	ENSG00000174007	type_2_diabetes	0.044033	2
CEP192	ENSG00000101639	nafld	0.017926	3
CEP192	ENSG00000101639	obesity	0.004440	1
CEP192	ENSG00000101639	type_2_diabetes	0.328697	1
CEP250	ENSG00000126001	type_2_diabetes	0.001480	1
CEP290	ENSG00000198707	obesity	0.008935	5
CEP290	ENSG00000198707	type_2_diabetes	0.008490	3
CEP350	ENSG00000135837	obesity	0.001480	1
CEP41	ENSG00000106477	type_2_diabetes	0.024091	4
CEP43	ENSG00000213066	type_2_diabetes	0.375770	3
CEP55	ENSG00000138180	obesity	0.002220	1
CEP55	ENSG00000138180	type_2_diabetes	0.066172	2
CEP57	ENSG00000166037	obesity	0.204597	1
CEP68	ENSG00000011523	type_2_diabetes	0.514466	16
CEP70	ENSG00000114107	obesity	0.031881	2
CEP70	ENSG00000114107	type_2_diabetes	0.001480	1
CEP76	ENSG00000101624	type_2_diabetes	0.078325	1
CEP78	ENSG00000148019	obesity	0.034861	4
CEP78	ENSG00000148019	type_2_diabetes	0.044945	3
CEP85	ENSG00000130695	type_2_diabetes	0.019342	1
CEP89	ENSG00000121289	obesity	0.001480	1
CEPT1	ENSG00000134255	mash	0.001480	1
CEPT1	ENSG00000134255	nafld	0.004255	2
CEPT1	ENSG00000134255	obesity	0.002755	3
CEPT1	ENSG00000134255	type_2_diabetes	0.016027	5
CER1	ENSG00000147869	mash	0.002220	1
CER1	ENSG00000147869	obesity	0.003700	1
CER1	ENSG00000147869	type_2_diabetes	0.003700	1
CERCAM	ENSG00000167123	mash	0.003700	1
CERCAM	ENSG00000167123	nafld	0.008881	1
CERK	ENSG00000100422	nafld	0.003680	3
CERK	ENSG00000100422	obesity	0.020217	13
CERK	ENSG00000100422	type_2_diabetes	0.003587	4
CERKL	ENSG00000188452	type_2_diabetes	0.415086	68
CERNA3	ENSG00000253603	nafld	0.001480	1
CERS1	ENSG00000223802	nafld	0.004070	2
CERS1	ENSG00000223802	obesity	0.020443	7
CERS2	ENSG00000143418	mash	0.007586	2
CERS2	ENSG00000143418	nafld	0.048905	6
CERS2	ENSG00000143418	obesity	0.008027	4
CERS2	ENSG00000143418	type_2_diabetes	0.018840	4
CERS3	ENSG00000154227	obesity	0.001480	1
CERS4	ENSG00000090661	mash	0.001480	1
CERS4	ENSG00000090661	nafld	0.001480	1
CERS4	ENSG00000090661	obesity	0.002755	3
CERS4	ENSG00000090661	type_2_diabetes	0.002015	3
CERS5	ENSG00000139624	nafld	0.015150	3
CERS5	ENSG00000139624	obesity	0.013590	14
CERS6	ENSG00000172292	mash	0.005715	3
CERS6	ENSG00000172292	nafld	0.005270	7
CERS6	ENSG00000172292	obesity	0.074979	65
CERS6	ENSG00000172292	type_2_diabetes	0.285484	8
CERT1	ENSG00000113163	nafld	0.010957	3
CERT1	ENSG00000113163	obesity	0.029725	4
CERT1	ENSG00000113163	type_2_diabetes	0.171486	10
CES1	ENSG00000198848	mash	0.053119	8
CES1	ENSG00000198848	nafld	0.054844	25
CES1	ENSG00000198848	obesity	0.051922	49
CES1	ENSG00000198848	type_2_diabetes	0.079870	20
CES2	ENSG00000172831	mash	0.016149	12
CES2	ENSG00000172831	nafld	0.018857	14
CES2	ENSG00000172831	obesity	0.079582	24
CES2	ENSG00000172831	type_2_diabetes	0.011841	1
CES3	ENSG00000172828	mash	0.008881	1
CES3	ENSG00000172828	nafld	0.038853	2
CES3	ENSG00000172828	obesity	0.030848	5
CES3	ENSG00000172828	type_2_diabetes	0.010168	2
CES4A	ENSG00000172824	mash	0.001480	1
CES4A	ENSG00000172824	nafld	0.001480	1
CES5A	ENSG00000159398	mash	0.001480	1
CETN1	ENSG00000177143	mash	0.001480	1
CETN1	ENSG00000177143	nafld	0.004070	2
CETN1	ENSG00000177143	obesity	0.235045	7
CETN1	ENSG00000177143	type_2_diabetes	0.006802	6
CETN2	ENSG00000147400	nafld	0.017276	10
CETN2	ENSG00000147400	type_2_diabetes	0.002220	1
CETP	ENSG00000087237	mash	0.038024	14
CETP	ENSG00000087237	nafld	0.026301	31
CETP	ENSG00000087237	obesity	0.044800	115
CETP	ENSG00000087237	type_2_diabetes	0.104195	149
CFAP119	ENSG00000196118	obesity	0.035700	2
CFAP126	ENSG00000188931	type_2_diabetes	0.007400	1
CFAP206	ENSG00000272514	obesity	0.032133	2
CFAP221	ENSG00000163075	mash	0.003700	1
CFAP221	ENSG00000163075	nafld	0.001480	1
CFAP221	ENSG00000163075	type_2_diabetes	0.157232	1
CFAP251	ENSG00000158023	type_2_diabetes	0.003700	1
CFAP299	ENSG00000197826	obesity	0.089554	1
CFAP410	ENSG00000160226	nafld	0.001480	1
CFAP410	ENSG00000160226	obesity	0.002755	3
CFAP410	ENSG00000160226	type_2_diabetes	0.003032	4
CFAP418-AS1	ENSG00000253773	obesity	0.001480	1
CFAP43	ENSG00000197748	obesity	0.041258	4
CFAP44	ENSG00000206530	obesity	0.032103	2
CFAP44	ENSG00000206530	type_2_diabetes	0.315212	4
CFAP54	ENSG00000188596	obesity	0.041151	1
CFAP54	ENSG00000188596	type_2_diabetes	0.035552	1
CFAP58	ENSG00000120051	obesity	0.026475	1
CFAP58	ENSG00000120051	type_2_diabetes	0.278892	1
CFAP61	ENSG00000089101	obesity	0.040520	5
CFAP61	ENSG00000089101	type_2_diabetes	0.287583	1
CFAP65	ENSG00000181378	obesity	0.040414	2
CFAP69	ENSG00000105792	type_2_diabetes	0.308150	10
CFAP74	ENSG00000142609	obesity	0.020656	1
CFAP77	ENSG00000188523	type_2_diabetes	0.277425	1
CFAP97	ENSG00000164323	nafld	0.002220	1
CFAP99	ENSG00000206113	type_2_diabetes	0.022937	1
CFB	ENSG00000243649	mash	0.004695	6
CFB	ENSG00000243649	nafld	0.061037	10
CFB	ENSG00000243649	obesity	0.035858	99
CFB	ENSG00000243649	type_2_diabetes	0.013290	23
CFC1	ENSG00000136698	type_2_diabetes	0.005180	1
CFD	ENSG00000197766	mash	0.019885	8
CFD	ENSG00000197766	nafld	0.085616	15
CFD	ENSG00000197766	obesity	0.070003	142
CFD	ENSG00000197766	type_2_diabetes	0.108930	72
CFDP1	ENSG00000153774	mash	0.004594	4
CFDP1	ENSG00000153774	type_2_diabetes	0.005180	1
CFH	ENSG00000000971	mash	0.024607	2
CFH	ENSG00000000971	nafld	0.013578	4
CFH	ENSG00000000971	obesity	0.011229	15
CFH	ENSG00000000971	type_2_diabetes	0.024732	20
CFHR1	ENSG00000244414	obesity	0.008511	2
CFHR1	ENSG00000244414	type_2_diabetes	0.030589	5
CFHR2	ENSG00000080910	type_2_diabetes	0.001480	1
CFHR3	ENSG00000116785	obesity	0.001480	1
CFHR4	ENSG00000134365	nafld	0.007400	1
CFHR4	ENSG00000134365	type_2_diabetes	0.004070	2
CFHR5	ENSG00000134389	obesity	0.004440	1
CFI	ENSG00000205403	nafld	0.002220	1
CFI	ENSG00000205403	obesity	0.002107	4
CFI	ENSG00000205403	type_2_diabetes	0.008950	6
CFL1	ENSG00000172757	mash	0.001480	1
CFL1	ENSG00000172757	obesity	0.022148	6
CFL1	ENSG00000172757	type_2_diabetes	0.034451	8
CFL2	ENSG00000165410	obesity	0.008675	3
CFLAR	ENSG00000003402	mash	0.031008	19
CFLAR	ENSG00000003402	nafld	0.014780	4
CFLAR	ENSG00000003402	obesity	0.009621	1
CFLAR	ENSG00000003402	type_2_diabetes	0.004070	2
CFP	ENSG00000126759	mash	0.042047	6
CFP	ENSG00000126759	nafld	0.003700	1
CFP	ENSG00000126759	obesity	0.006389	7
CFP	ENSG00000126759	type_2_diabetes	0.018591	7
CFTR	ENSG00000001626	mash	0.026272	2
CFTR	ENSG00000001626	nafld	0.004995	2
CFTR	ENSG00000001626	obesity	0.054466	48
CFTR	ENSG00000001626	type_2_diabetes	0.332525	23
CGA	ENSG00000135346	mash	0.026132	31
CGA	ENSG00000135346	nafld	0.063122	50
CGA	ENSG00000135346	obesity	0.041939	103
CGA	ENSG00000135346	type_2_diabetes	0.044651	30
CGAS	ENSG00000164430	mash	0.026385	31
CGAS	ENSG00000164430	nafld	0.060988	46
CGAS	ENSG00000164430	obesity	0.031530	66
CGAS	ENSG00000164430	type_2_diabetes	0.032943	17
CGB1	ENSG00000267631	obesity	0.054275	5
CGB2	ENSG00000104818	obesity	0.054275	5
CGB3	ENSG00000104827	obesity	0.054275	5
CGB3	ENSG00000104827	type_2_diabetes	0.036221	4
CGB5	ENSG00000189052	nafld	0.009621	1
CGB5	ENSG00000189052	obesity	0.054275	25
CGB5	ENSG00000189052	type_2_diabetes	0.037063	7
CGB7	ENSG00000196337	obesity	0.054275	5
CGB8	ENSG00000213030	obesity	0.054275	5
CGB8	ENSG00000213030	type_2_diabetes	0.036221	4
CGGBP1	ENSG00000163320	obesity	0.250057	3
CGGBP1	ENSG00000163320	type_2_diabetes	0.139599	1
CGNL1	ENSG00000128849	obesity	0.248555	1
CGNL1	ENSG00000128849	type_2_diabetes	0.312087	6
CGREF1	ENSG00000138028	nafld	0.001850	2
CGREF1	ENSG00000138028	obesity	0.011101	1
CGRRF1	ENSG00000100532	obesity	0.007400	1
CH25H	ENSG00000138135	mash	0.015315	3
CH25H	ENSG00000138135	nafld	0.052965	4
CH25H	ENSG00000138135	obesity	0.026822	4
CH25H	ENSG00000138135	type_2_diabetes	0.003330	2
CHAC1	ENSG00000128965	mash	0.003700	1
CHAC1	ENSG00000128965	obesity	0.109185	1
CHAC1	ENSG00000128965	type_2_diabetes	0.004995	2
CHAD	ENSG00000136457	mash	0.007400	1
CHADL	ENSG00000100399	obesity	0.082943	1
CHADL	ENSG00000100399	type_2_diabetes	0.057102	2
CHAF1A	ENSG00000167670	obesity	0.013631	6
CHAMP1	ENSG00000198824	obesity	0.120166	3
CHAMP1	ENSG00000198824	type_2_diabetes	0.003700	1
CHAT	ENSG00000070748	mash	0.008572	3
CHAT	ENSG00000070748	obesity	0.017648	5
CHAT	ENSG00000070748	type_2_diabetes	0.059960	7
CHCHD10	ENSG00000250479	obesity	0.062164	1
CHCHD10	ENSG00000250479	type_2_diabetes	0.001480	1
CHCHD2	ENSG00000106153	mash	0.076546	5
CHCHD2	ENSG00000106153	nafld	0.052914	2
CHCHD2P9	ENSG00000186940	obesity	0.003700	1
CHCHD2P9	ENSG00000186940	type_2_diabetes	0.004440	2
CHCHD3	ENSG00000106554	mash	0.056778	3
CHCHD3	ENSG00000106554	obesity	0.005067	4
CHCHD3	ENSG00000106554	type_2_diabetes	0.001850	2
CHCHD4	ENSG00000163528	nafld	0.001480	1
CHCHD4	ENSG00000163528	obesity	0.050414	5
CHCHD4	ENSG00000163528	type_2_diabetes	0.005550	2
CHCHD5	ENSG00000125611	obesity	0.022181	3
CHCHD6	ENSG00000159685	nafld	0.004039	4
CHD1	ENSG00000153922	mash	0.001480	1
CHD1	ENSG00000153922	type_2_diabetes	0.008490	3
CHD1L	ENSG00000131778	nafld	0.001480	1
CHD1L	ENSG00000131778	obesity	0.004255	2
CHD1L	ENSG00000131778	type_2_diabetes	0.423342	8
CHD2	ENSG00000173575	nafld	0.022201	1
CHD2	ENSG00000173575	obesity	0.009991	4
CHD2	ENSG00000173575	type_2_diabetes	0.040980	12
CHD3	ENSG00000170004	mash	0.001480	1
CHD3	ENSG00000170004	type_2_diabetes	0.011841	2
CHD4	ENSG00000111642	obesity	0.008326	2
CHD4	ENSG00000111642	type_2_diabetes	0.186405	9
CHD5	ENSG00000116254	obesity	0.030542	3
CHD5	ENSG00000116254	type_2_diabetes	0.003700	1
CHD7	ENSG00000171316	mash	0.004440	1
CHD7	ENSG00000171316	nafld	0.013362	3
CHD7	ENSG00000171316	obesity	0.031689	1
CHD8	ENSG00000100888	obesity	0.003772	4
CHD8	ENSG00000100888	type_2_diabetes	0.061292	2
CHD9	ENSG00000177200	obesity	0.034556	7
CHD9	ENSG00000177200	type_2_diabetes	0.036298	7
CHDH	ENSG00000016391	nafld	0.002960	1
CHDH	ENSG00000016391	obesity	0.042777	4
CHDH	ENSG00000016391	type_2_diabetes	0.113950	8
CHEK1	ENSG00000149554	nafld	0.005180	1
CHEK1	ENSG00000149554	obesity	0.007400	2
CHEK1	ENSG00000149554	type_2_diabetes	0.008881	2
CHEK2	ENSG00000183765	nafld	0.003700	1
CHEK2	ENSG00000183765	obesity	0.002755	3
CHEK2	ENSG00000183765	type_2_diabetes	0.023659	6
CHERP	ENSG00000085872	nafld	0.001480	1
CHFR	ENSG00000072609	obesity	0.023923	1
CHGA	ENSG00000100604	mash	0.002960	1
CHGA	ENSG00000100604	nafld	0.001480	1
CHGA	ENSG00000100604	obesity	0.036702	21
CHGA	ENSG00000100604	type_2_diabetes	0.045783	26
CHGB	ENSG00000089199	obesity	0.030549	1
CHGB	ENSG00000089199	type_2_diabetes	0.056209	9
CHI3L1	ENSG00000133048	mash	0.096106	26
CHI3L1	ENSG00000133048	nafld	0.107812	29
CHI3L1	ENSG00000133048	obesity	0.094995	87
CHI3L1	ENSG00000133048	type_2_diabetes	0.114411	112
CHIA	ENSG00000134216	obesity	0.002775	2
CHIA	ENSG00000134216	type_2_diabetes	0.012581	1
CHIT1	ENSG00000133063	mash	0.023466	11
CHIT1	ENSG00000133063	nafld	0.031252	7
CHIT1	ENSG00000133063	obesity	0.079332	10
CHIT1	ENSG00000133063	type_2_diabetes	0.069277	16
CHKA	ENSG00000110721	mash	0.041275	20
CHKA	ENSG00000110721	nafld	0.075026	18
CHKA	ENSG00000110721	obesity	0.022795	65
CHKA	ENSG00000110721	type_2_diabetes	0.031865	57
CHKB	ENSG00000100288	mash	0.041146	16
CHKB	ENSG00000100288	nafld	0.075032	18
CHKB	ENSG00000100288	obesity	0.022750	61
CHKB	ENSG00000100288	type_2_diabetes	0.031861	54
CHKB-CPT1B	ENSG00000254413	mash	0.018686	2
CHKB-CPT1B	ENSG00000254413	nafld	0.003495	3
CHKB-CPT1B	ENSG00000254413	obesity	0.002940	3
CHKB-CPT1B	ENSG00000254413	type_2_diabetes	0.005435	6
CHL1	ENSG00000134121	mash	0.008860	3
CHL1	ENSG00000134121	nafld	0.001480	1
CHL1	ENSG00000134121	obesity	0.009860	5
CHL1	ENSG00000134121	type_2_diabetes	0.014556	13
CHLSN	ENSG00000146540	obesity	0.010361	1
CHLSN	ENSG00000146540	type_2_diabetes	0.015549	5
CHM	ENSG00000188419	type_2_diabetes	0.002220	1
CHMP1A	ENSG00000131165	type_2_diabetes	0.007771	2
CHMP2B	ENSG00000083937	mash	0.009436	2
CHMP2B	ENSG00000083937	nafld	0.001480	1
CHMP2B	ENSG00000083937	obesity	0.214768	4
CHMP2B	ENSG00000083937	type_2_diabetes	0.060172	12
CHMP3	ENSG00000115561	obesity	0.414296	4
CHMP4B	ENSG00000101421	obesity	0.001480	1
CHMP4B	ENSG00000101421	type_2_diabetes	0.439419	5
CHMP5	ENSG00000086065	mash	0.007400	1
CHMP5	ENSG00000086065	obesity	0.001480	1
CHMP5	ENSG00000086065	type_2_diabetes	0.011101	1
CHMP6	ENSG00000176108	obesity	0.027579	1
CHMP6	ENSG00000176108	type_2_diabetes	0.064169	1
CHN1	ENSG00000128656	obesity	0.003700	1
CHN1	ENSG00000128656	type_2_diabetes	0.001480	1
CHN2	ENSG00000106069	nafld	0.004070	2
CHN2	ENSG00000106069	obesity	0.008724	5
CHN2	ENSG00000106069	type_2_diabetes	0.021602	7
CHORDC1	ENSG00000110172	obesity	0.297967	1
CHORDC1	ENSG00000110172	type_2_diabetes	0.243465	1
CHP1	ENSG00000187446	mash	0.007215	2
CHP1	ENSG00000187446	nafld	0.032932	2
CHP1	ENSG00000187446	obesity	0.009604	10
CHP1	ENSG00000187446	type_2_diabetes	0.010950	9
CHPT1	ENSG00000111666	mash	0.049850	19
CHPT1	ENSG00000111666	nafld	0.064671	83
CHPT1	ENSG00000111666	obesity	0.020370	88
CHPT1	ENSG00000111666	type_2_diabetes	0.024389	49
CHRAC1	ENSG00000104472	type_2_diabetes	0.009621	1
CHRD	ENSG00000090539	mash	0.001480	1
CHRDL1	ENSG00000101938	obesity	0.040998	5
CHRDL1	ENSG00000101938	type_2_diabetes	0.016415	4
CHRDL2	ENSG00000054938	obesity	0.004440	1
CHRFAM7A	ENSG00000166664	type_2_diabetes	0.003700	1
CHRM1	ENSG00000168539	obesity	0.019519	3
CHRM1	ENSG00000168539	type_2_diabetes	0.008490	3
CHRM2	ENSG00000181072	obesity	0.029208	4
CHRM2	ENSG00000181072	type_2_diabetes	0.037002	1
CHRM3	ENSG00000133019	obesity	0.059034	15
CHRM3	ENSG00000133019	type_2_diabetes	0.091172	13
CHRM4	ENSG00000180720	obesity	0.004070	2
CHRM4	ENSG00000180720	type_2_diabetes	0.057155	1
CHRM5	ENSG00000184984	type_2_diabetes	0.011841	1
CHRNA1	ENSG00000138435	obesity	0.004625	3
CHRNA1	ENSG00000138435	type_2_diabetes	0.001480	1
CHRNA2	ENSG00000120903	mash	0.034782	1
CHRNA2	ENSG00000120903	obesity	0.021056	7
CHRNA2	ENSG00000120903	type_2_diabetes	0.004625	2
CHRNA3	ENSG00000080644	obesity	0.300466	7
CHRNA3	ENSG00000080644	type_2_diabetes	0.013115	3
CHRNA4	ENSG00000101204	mash	0.013303	5
CHRNA4	ENSG00000101204	nafld	0.014801	1
CHRNA4	ENSG00000101204	obesity	0.019688	13
CHRNA4	ENSG00000101204	type_2_diabetes	0.035820	13
CHRNA5	ENSG00000169684	obesity	0.025589	6
CHRNA5	ENSG00000169684	type_2_diabetes	0.011728	4
CHRNA6	ENSG00000147434	type_2_diabetes	0.003700	1
CHRNA7	ENSG00000175344	mash	0.013727	4
CHRNA7	ENSG00000175344	nafld	0.009251	2
CHRNA7	ENSG00000175344	obesity	0.039530	13
CHRNA7	ENSG00000175344	type_2_diabetes	0.081033	5
CHRNA9	ENSG00000174343	type_2_diabetes	0.007400	1
CHRNB1	ENSG00000170175	obesity	0.004625	3
CHRNB2	ENSG00000160716	type_2_diabetes	0.012190	3
CHRNB4	ENSG00000117971	obesity	0.032023	4
CHRNB4	ENSG00000117971	type_2_diabetes	0.029417	2
CHRND	ENSG00000135902	obesity	0.004625	2
CHRNE	ENSG00000108556	obesity	0.004625	2
CHRNE	ENSG00000108556	type_2_diabetes	0.164621	1
CHRNG	ENSG00000196811	obesity	0.004625	2
CHST1	ENSG00000175264	obesity	0.045882	1
CHST1	ENSG00000175264	type_2_diabetes	0.005735	2
CHST10	ENSG00000115526	obesity	0.055125	1
CHST10	ENSG00000115526	type_2_diabetes	0.018920	1
CHST11	ENSG00000171310	obesity	0.001850	2
CHST11	ENSG00000171310	type_2_diabetes	0.002220	1
CHST12	ENSG00000136213	type_2_diabetes	0.019267	1
CHST14	ENSG00000169105	type_2_diabetes	0.045874	1
CHST15	ENSG00000182022	nafld	0.021960	1
CHST15	ENSG00000182022	type_2_diabetes	0.023435	2
CHST3	ENSG00000122863	mash	0.008770	5
CHST3	ENSG00000122863	nafld	0.008692	11
CHST3	ENSG00000122863	obesity	0.013785	37
CHST3	ENSG00000122863	type_2_diabetes	0.010586	15
CHST4	ENSG00000140835	nafld	0.010361	1
CHST4	ENSG00000140835	obesity	0.031082	1
CHST6	ENSG00000183196	type_2_diabetes	0.003700	1
CHST8	ENSG00000124302	obesity	0.051219	7
CHST9	ENSG00000154080	mash	0.007400	1
CHTOP	ENSG00000160679	obesity	0.007400	1
CHTOP	ENSG00000160679	type_2_diabetes	0.007010	3
CHUK	ENSG00000213341	mash	0.004625	2
CHUK	ENSG00000213341	nafld	0.008380	5
CHUK	ENSG00000213341	obesity	0.005027	9
CHUK	ENSG00000213341	type_2_diabetes	0.266612	17
CHURC1	ENSG00000258289	obesity	0.007400	1
CHURC1	ENSG00000258289	type_2_diabetes	0.014801	1
CIAO2A	ENSG00000166797	mash	0.001480	1
CIAO2A	ENSG00000166797	obesity	0.002590	2
CIAPIN1	ENSG00000005194	type_2_diabetes	0.056984	2
CIART	ENSG00000159208	type_2_diabetes	0.003700	1
CIB1	ENSG00000185043	obesity	0.003700	2
CIB1	ENSG00000185043	type_2_diabetes	0.005530	3
CIB2	ENSG00000136425	type_2_diabetes	0.002220	1
CIB4	ENSG00000157884	obesity	0.032625	1
CIC	ENSG00000079432	mash	0.001480	1
CIC	ENSG00000079432	nafld	0.001480	1
CIDEA	ENSG00000176194	mash	0.006702	4
CIDEA	ENSG00000176194	nafld	0.035412	13
CIDEA	ENSG00000176194	obesity	0.025892	72
CIDEA	ENSG00000176194	type_2_diabetes	0.032991	10
CIDEB	ENSG00000136305	mash	0.012010	4
CIDEB	ENSG00000136305	nafld	0.021492	13
CIDEB	ENSG00000136305	obesity	0.051648	17
CIDEB	ENSG00000136305	type_2_diabetes	0.008326	2
CIDEC	ENSG00000187288	mash	0.005488	10
CIDEC	ENSG00000187288	nafld	0.016346	17
CIDEC	ENSG00000187288	obesity	0.042027	55
CIDEC	ENSG00000187288	type_2_diabetes	0.006137	9
CIITA	ENSG00000179583	mash	0.006660	1
CIITA	ENSG00000179583	obesity	0.005047	4
CIITA	ENSG00000179583	type_2_diabetes	0.016844	5
CILK1	ENSG00000112144	mash	0.015520	3
CILK1	ENSG00000112144	nafld	0.010515	4
CILK1	ENSG00000112144	obesity	0.002947	6
CILK1	ENSG00000112144	type_2_diabetes	0.005437	15
CILP	ENSG00000138615	obesity	0.003515	2
CILP2	ENSG00000160161	mash	0.007400	1
CILP2	ENSG00000160161	nafld	0.067069	7
CILP2	ENSG00000160161	obesity	0.034584	5
CILP2	ENSG00000160161	type_2_diabetes	0.082611	12
CIP2A	ENSG00000163507	type_2_diabetes	0.041813	2
CIPC	ENSG00000198894	obesity	0.192580	1
CIRBP	ENSG00000099622	obesity	0.002940	3
CIRBP	ENSG00000099622	type_2_diabetes	0.003700	1
CIRSR	ENSG00000138433	type_2_diabetes	0.289076	1
CISD1	ENSG00000122873	nafld	0.003700	1
CISD1	ENSG00000122873	obesity	0.020174	6
CISD1	ENSG00000122873	type_2_diabetes	0.002015	3
CISD2	ENSG00000145354	mash	0.033103	11
CISD2	ENSG00000145354	nafld	0.046382	12
CISD2	ENSG00000145354	obesity	0.002590	2
CISD2	ENSG00000145354	type_2_diabetes	0.142820	10
CISD3	ENSG00000277972	nafld	0.006660	1
CISD3	ENSG00000277972	type_2_diabetes	0.002220	1
CISH	ENSG00000114737	mash	0.004810	2
CISH	ENSG00000114737	nafld	0.002940	3
CISH	ENSG00000114737	obesity	0.042606	26
CISH	ENSG00000114737	type_2_diabetes	0.023771	24
CISTR	ENSG00000260492	nafld	0.004440	1
CIT	ENSG00000122966	mash	0.012581	1
CIT	ENSG00000122966	nafld	0.012581	1
CIT	ENSG00000122966	type_2_diabetes	0.280705	2
CITED1	ENSG00000125931	obesity	0.076212	6
CITED2	ENSG00000164442	nafld	0.202954	2
CITED2	ENSG00000164442	obesity	0.037640	6
CITED2	ENSG00000164442	type_2_diabetes	0.293522	15
CITED4	ENSG00000179862	type_2_diabetes	0.001480	1
CKAP2	ENSG00000136108	nafld	0.001480	1
CKAP4	ENSG00000136026	nafld	0.010309	4
CKAP4	ENSG00000136026	obesity	0.032858	5
CKAP4	ENSG00000136026	type_2_diabetes	0.012678	4
CKB	ENSG00000166165	nafld	0.007347	5
CKB	ENSG00000166165	obesity	0.058878	17
CKB	ENSG00000166165	type_2_diabetes	0.135996	16
CKLF	ENSG00000217555	mash	0.013115	3
CKM	ENSG00000104879	mash	0.002775	2
CKM	ENSG00000104879	nafld	0.049727	3
CKM	ENSG00000104879	obesity	0.011222	26
CKM	ENSG00000104879	type_2_diabetes	0.020422	16
CKMT1A	ENSG00000223572	obesity	0.023630	4
CKMT1A	ENSG00000223572	type_2_diabetes	0.104326	4
CKMT1B	ENSG00000237289	obesity	0.048750	6
CKMT1B	ENSG00000237289	type_2_diabetes	0.101928	2
CKMT2	ENSG00000131730	obesity	0.003700	1
CKMT2	ENSG00000131730	type_2_diabetes	0.012437	3
CKS1B	ENSG00000173207	obesity	0.001480	1
CKS1B	ENSG00000173207	type_2_diabetes	0.001480	1
CKS2	ENSG00000123975	obesity	0.001480	1
CLC	ENSG00000105205	nafld	0.007400	1
CLC	ENSG00000105205	type_2_diabetes	0.008326	2
CLCA1	ENSG00000016490	nafld	0.002590	2
CLCA1	ENSG00000016490	type_2_diabetes	0.002220	1
CLCA2	ENSG00000137975	nafld	0.002590	2
CLCA2	ENSG00000137975	obesity	0.001480	1
CLCA2	ENSG00000137975	type_2_diabetes	0.001480	1
CLCA4	ENSG00000016602	nafld	0.002590	2
CLCC1	ENSG00000121940	mash	0.002220	1
CLCF1	ENSG00000175505	mash	0.031520	6
CLCF1	ENSG00000175505	obesity	0.028564	4
CLCF1	ENSG00000175505	type_2_diabetes	0.007400	1
CLCN2	ENSG00000114859	mash	0.002220	1
CLCN2	ENSG00000114859	nafld	0.261006	3
CLCN2	ENSG00000114859	obesity	0.002775	2
CLCN2	ENSG00000114859	type_2_diabetes	0.002220	1
CLCN3	ENSG00000109572	obesity	0.085630	4
CLCN3	ENSG00000109572	type_2_diabetes	0.019428	5
